author_type,floor,floors_count,rooms_count,total_meters,price_per_month,district,street,underground
real_estate_agent,16,27,1,25.0,59700,Митино,Муравская ,Пятницкое шоссе
real_estate_agent,4,17,1,46.4,59700,, Александры Монаховой,Потапово
real_estate_agent,26,33,1,25.0,59900,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,14,33,1,20.0,59900,Отрадное,Сигнальный проезд,Владыкино
real_estate_agent,3,9,1,43.0,59900,, Александры Монаховой,Потапово
real_estate_agent,9,9,2,43.0,60000,Тимирязевский,Дмитровское шоссе,Петровско-Разумовская
real_estate_agent,1,9,1,32.0,60000,Бутырский, Фонвизина,Улица Милашенкова
real_estate_agent,9,25,1,37.7,60000,Останкинский,Олонецкая ,Ботанический сад
real_estate_agent,14,25,1,20.0,60000,Бабушкинский,Кольская ,Свиблово
real_estate_agent,12,26,1,19.7,60000,Нижегородский,Перовское шоссе,Нижегородская
real_estate_agent,21,25,1,38.0,60000,, Саларьевская,Саларьево
real_estate_agent,19,25,2,44.9,60000,Крюково,проспект Георгиевский,Зеленоград — Крюково
homeowner,4,19,1,37.5,60000,Солнцево,Производственная ,Солнцево
real_estate_agent,11,16,2,53.6,60700,Ясенево,проезд Карамзина,Ясенево
real_estate_agent,8,9,2,37.6,60700,Лосиноостровский,Изумрудная ,Бабушкинская
real_estate_agent,16,16,1,35.3,62000,Лефортово,Самокатная ,Серп и Молот
real_estate_agent,9,11,1,20.6,62000,Донской,Духовской переулок,Тульская
real_estate_agent,15,17,1,35.8,62900,, Александры Монаховой,Потапово
real_estate_agent,3,25,1,19.5,62900,Бабушкинский,Кольская ,Свиблово
real_estate_agent,2,17,1,35.0,62900,, Александры Монаховой,Потапово
real_estate_agent,8,33,1,26.0,62700,Очаково-Матвеевское,Озерная ,Озёрная
real_estate_agent,14,33,1,20.0,62600,Гольяново,Амурская ,Локомотив
real_estate_agent,19,24,1,31.0,62900,Текстильщики,1-й Грайвороновский проезд,Текстильщики
real_estate_agent,15,23,2,58.5,62900,Бирюлево Восточное,Загорьевская ,Лебедянская
real_estate_agent,29,33,1,25.0,62900,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,7,12,2,52.3,62900,Южное Бутово,2-я Мелитопольская ,Бутово
real_estate_agent,15,15,1,35.0,62900,, Саларьевская,Саларьево
real_estate_agent,3,17,1,40.7,62900,Южное Бутово,Варшавское шоссе,Щербинка
real_estate_agent,7,33,1,26.1,62900,Рязанский, Михайлова,Окская
real_estate_agent,5,37,1,20.7,62900,Гольяново,Амурская ,Черкизовская
real_estate_agent,9,19,2,46.3,62900,Некрасовка, Маресьева,Некрасовка
real_estate_agent,10,17,1,40.0,62900,Люблино,Совхозная ,Люблино
real_estate_agent,18,25,1,39.3,62900,Люблино,Люблинская ,Перерва
real_estate_agent,3,14,1,35.0,62900,, Трехполье,Саларьево
real_estate_agent,14,25,2,45.1,63000,Крюково,проспект Георгиевский,Зеленоград — Крюково
real_estate_agent,5,14,1,20.8,63000,Останкинский,Сельскохозяйственная ,Ботанический сад
real_estate_agent,11,22,1,47.0,63000,, Саларьевская,Саларьево
real_estate_agent,2,24,1,31.9,64900,Текстильщики,1-й Грайвороновский проезд,Текстильщики
real_estate_agent,8,9,1,31.9,64900,, Александры Монаховой,Потапово
real_estate_agent,15,15,1,40.0,64900,, Саларьевская,Саларьево
real_estate_agent,4,16,1,33.0,64900,, Большое Понизовье,Филатов Луг
real_estate_agent,12,19,1,33.8,64900,Митино,Муравская ,Пятницкое шоссе
real_estate_agent,1,19,2,65.0,65000,,,Рассказовка
real_estate_agent,10,16,1,34.7,65000,Нижегородский,Нижегородская ,Калитники
real_estate_agent,12,33,1,19.8,65000,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,3,9,2,38.6,65900,Нагатинский затон,Судостроительная ,Коломенская
real_estate_agent,6,25,1,35.0,65900,Люблино,Люблинская ,Депо
real_estate_agent,1,16,2,58.2,65000,Ховрино,Фестивальная ,Грачёвская
real_estate_agent,9,20,2,54.5,65000,Митино,Пятницкое шоссе,Волоколамская
real_estate_agent,5,33,1,19.8,65000,Нагатино-Садовники,2-й Нагатинский проезд,Коломенская
real_estate_agent,23,25,1,20.0,65000,Люблино,Люблинская ,Депо
real_estate_agent,8,15,1,43.0,65000,, Малое Понизовье,Филатов Луг
real_estate_agent,11,33,1,19.7,65900,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,9,33,1,19.9,65000,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,4,15,1,23.0,65000,Останкинский,Олонецкая ,Отрадное
homeowner,8,10,1,34.0,65000,Соколиная гора, 5-я Соколиной Горы,Соколиная гора
homeowner,4,12,2,45.6,65000,Царицыно,Каспийская ,Кантемировская
real_estate_agent,2,5,1,16.1,66300,Аэропорт,2-й Амбулаторный проезд,Красный Балтиец
real_estate_agent,4,22,1,27.6,67000,Раменки, Василия Ланового,Аминьевская
real_estate_agent,12,12,3,65.0,67900,Теплый Стан, Академика Варги,Генерала Тюленева
real_estate_agent,4,24,1,24.0,67900,Соколиная гора,Окружной проезд,Измайлово
real_estate_agent,17,25,1,34.0,67900,Люблино,Люблинская ,Депо
real_estate_agent,6,25,1,31.6,67900,Крюково,проспект Георгиевский,Зеленоград — Крюково
real_estate_agent,18,25,1,19.0,67900,Царицыно,Кавказский бульвар,Кавказский бульвар
real_estate_agent,14,14,1,34.0,67900,, Трехполье,Саларьево
real_estate_agent,3,9,2,43.8,67900,Выхино-Жулебино,Ферганский проезд,Юго-Восточная
realtor,28,33,2,32.0,68000,Метрогородок,Тагильская ,Черкизовская
real_estate_agent,7,20,1,36.0,68000,Отрадное,Нововладыкинский проезд,Окружная
real_estate_agent,5,17,1,36.7,68000,Крылатское,Осенний бульвар,Крылатское
real_estate_agent,12,25,1,46.6,68000,Солнцево,Боровское шоссе,Говорово
real_estate_agent,5,20,1,19.7,68900,Очаково-Матвеевское,Озерная ,Озёрная
real_estate_agent,8,33,1,25.0,68900,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,14,25,2,53.9,68900,Крюково,проспект Георгиевский,Зеленоград — Крюково
real_estate_agent,13,33,1,25.5,68900,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,5,5,2,44.9,68900,Царицыно,Каспийская ,Царицыно
real_estate_agent,10,16,1,35.4,68900,, Большое Понизовье,Филатов Луг
real_estate_agent,9,22,1,28.9,69900,Ховрино,Беломорская ,Беломорская
real_estate_agent,5,9,2,46.9,69900,Люблино,проспект 40 лет Октября,Депо
real_estate_agent,6,12,1,35.0,70000,Преображенское,Открытое шоссе,Бульвар Рокоссовского
realtor,3,5,3,65.0,70000,Нижегородский,Нижегородская ,Нижегородская
real_estate_agent,13,25,1,31.0,70000,Нижегородский,Рязанский проспект,Нижегородская
real_estate_agent,3,12,2,43.0,70000,Марфино,Гостиничная ,Окружная
real_estate_agent,21,25,1,45.0,70000,Митино,Митинская ,Митино
real_estate_agent,7,9,2,47.0,70000,Можайский, Петра Алексеева,Рабочий посёлок
real_estate_agent,2,17,2,33.4,70000,,проспект Куприна,Потапово
real_estate_agent,12,17,2,40.0,70000,Метрогородок,Тагильская ,Черкизовская
real_estate_agent,2,9,1,33.0,70000,Беговой, Новая Башиловка,Динамо
real_estate_agent,4,8,1,35.0,70000,Мещанский,Грохольский переулок,Проспект Мира
real_estate_agent,6,9,1,35.0,70000,Черемушки,Профсоюзная ,Новые Черёмушки
real_estate_agent,14,33,1,32.3,70000,Царицыно,Кавказский бульвар,Кавказский бульвар
real_estate_agent,8,9,1,40.0,70000,Кузьминки,Волгоградский проспект,Кузьминки
real_estate_agent,12,17,1,35.3,70000,,проспект Куприна,Потапово
real_estate_agent,4,23,1,34.3,70000,Проспект Вернадского,проспект Вернадского,Проспект Вернадского
real_estate_agent,21,22,2,47.3,70000,, Большое Понизовье,Филатов Луг
real_estate_agent,6,15,2,65.2,70000,Южное Медведково,Полярная ,Медведково
real_estate_agent,15,16,1,38.0,70000,Таганский,Таганская ,Марксистская
real_estate_agent,9,31,1,31.1,70000,Ховрино,Беломорская ,Беломорская
real_estate_agent,17,17,2,51.1,70000,Братеево,Братеевская ,Борисово
real_estate_agent,8,8,2,47.0,70000,Раменки,Мосфильмовская ,Ломоносовский проспект
realtor,13,17,2,63.7,70000,Северное Измайлово,Щелковское шоссе,Щёлковская
real_estate_agent,11,22,1,34.2,71600,, Картмазовские Пруды,Филатов Луг
real_estate_agent,11,16,2,55.3,71500,Люблино,Люблинская ,Депо
real_estate_agent,12,25,1,40.0,72000,Соколиная гора,проспект Буденного,Шоссе Энтузиастов
real_estate_agent,18,33,1,37.2,72000,Рязанский, Михайлова,Окская
real_estate_agent,1,14,2,33.8,72000,Марьина роща,Складочная ,Дмитровская
real_estate_agent,10,17,2,48.9,72000,, Александры Монаховой,Потапово
real_estate_agent,11,15,1,34.1,73000,, Саларьевская,Саларьево
real_estate_agent,17,17,1,31.9,73000,Очаково-Матвеевское,проезд Стройкомбината,Очаково
real_estate_agent,30,33,1,32.0,73000,Нижегородский,Перовское шоссе,Нижегородская
real_estate_agent,10,33,1,20.0,73000,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,21,33,1,19.9,73000,Метрогородок,Открытое шоссе,Бульвар Рокоссовского
real_estate_agent,15,20,2,55.2,73000,Чертаново Южное,Варшавское шоссе,Лесопарковая
real_estate_agent,21,33,1,42.0,73000,Царицыно,Кавказский бульвар,Кавказский бульвар
real_estate_agent,12,16,1,33.1,73000,Люблино,Люблинская ,Депо
real_estate_agent,32,33,1,40.5,73000,Южное Бутово, Поляны,Улица Скобелевская
real_estate_agent,26,33,1,42.0,73000,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,17,33,1,35.7,74000,Очаково-Матвеевское,Озерная ,Озёрная
real_estate_agent,11,25,2,50.0,74500,, Саларьевская,Саларьево
real_estate_agent,9,14,1,45.0,75000,,проспект Куприна,Ольховая
real_estate_agent,11,25,1,52.6,75000,Солнцево, Главмосстроя,Говорово
real_estate_agent,5,14,1,35.4,75000,, Трехполье,Саларьево
real_estate_agent,9,24,1,31.8,75000,Бабушкинский,Кольская ,Свиблово
real_estate_agent,16,33,1,31.8,75000,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,9,33,1,37.4,75000,Рязанский, Михайлова,Окская
real_estate_agent,21,33,1,32.1,75000,Гольяново,Амурская ,Черкизовская
real_estate_agent,23,33,1,32.1,75000,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,22,24,1,43.4,75000,Нижегородский,Новохохловская ,Новохохловская
real_estate_agent,6,33,1,36.8,75000,Рязанский, Михайлова,Окская
real_estate_agent,8,25,2,54.3,75000,Люблино,Люблинская ,Депо
real_estate_agent,14,33,2,35.6,75000,Западное Дегунино,Базовская ,Грачёвская
real_estate_agent,8,11,1,22.5,75000,Даниловский, Родченко,ЗИЛ
real_estate_agent,9,19,1,39.4,75000,Рязанский, Михайлова,Плющево
realtor,2,5,2,45.0,75000,Раменки,Мосфильмовская ,Ломоносовский проспект
real_estate_agent,3,5,2,41.9,76200,Басманный, Новая Дорога,Электрозаводская
real_estate_agent,15,18,2,62.8,76000,, Александры Монаховой,Бунинская аллея
real_estate_agent,11,17,1,35.5,76000,Гольяново,Амурская ,Локомотив
real_estate_agent,12,25,2,48.0,76500,Некрасовка, Маресьева,Некрасовка
real_estate_agent,4,9,2,53.0,76700,, Александры Монаховой,Потапово
real_estate_agent,10,19,1,37.9,77000,Нагатинский затон,Коломенская ,Нагатинский Затон
real_estate_agent,8,9,3,61.2,78200,Коптево,бульвар Матроса Железняка,Коптево
real_estate_agent,3,14,1,36.0,78200,Останкинский,Сельскохозяйственная ,Ботанический сад
real_estate_agent,3,12,1,42.9,78200,Останкинский,Олонецкая ,Ботанический сад
real_estate_agent,22,25,1,35.2,78200,Люблино,Люблинская ,Депо
real_estate_agent,8,33,1,36.0,78200,Гольяново,Амурская ,Черкизовская
real_estate_agent,3,15,2,46.9,79200,, Саларьевская,Саларьево
real_estate_agent,23,25,2,50.5,79000,Кунцево,№ 100 кв-л,Павшино
real_estate_agent,7,20,2,62.0,80200,Измайлово,Сиреневый бульвар,Партизанская
real_estate_agent,7,18,2,62.0,80000,Выхино-Жулебино,Пронская ,Лермонтовский проспект
real_estate_agent,13,16,1,33.0,80000,Хорошевский,Ходынский бульвар,ЦСКА
real_estate_agent,19,26,2,40.0,80000,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,20,23,1,35.3,80000,Текстильщики,1-й Грайвороновский проезд,Новохохловская
real_estate_agent,13,25,2,61.0,80000,Крюково,проспект Георгиевский,Зеленоград — Крюково
real_estate_agent,16,29,1,35.4,80000,Головинский,Головинское шоссе,Водный стадион
real_estate_agent,22,33,1,32.0,80000,Гольяново,Амурская ,Черкизовская
real_estate_agent,2,33,1,39.6,80200,Царицыно,Кавказский бульвар,Кавказский бульвар
real_estate_agent,19,33,1,42.2,80000,Нагатино-Садовники,2-й Нагатинский проезд,Кленовый бульвар
real_estate_agent,8,24,2,56.2,80000,, Саларьевская,Саларьево
real_estate_agent,4,18,3,85.5,79900,Крюково,проспект Георгиевский,Зеленоград — Крюково
real_estate_agent,9,14,2,75.4,80000,, Татьянин Парк,Говорово
real_estate_agent,12,28,1,41.9,79900,Западное Дегунино,Ильменский проезд,Селигерская
real_estate_agent,5,33,2,61.0,80000,Метрогородок,Открытое шоссе,Бульвар Рокоссовского
real_estate_agent,16,17,1,27.2,80200,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,21,51,1,30.0,80000,Пресненский,Шмитовский проезд,Шелепиха
real_estate_agent,19,33,1,34.0,80000,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,5,8,2,60.0,80000,Сокол,Новопесчаная ,Зорге
homeowner,5,5,2,42.0,80000,Пресненский, 1905 года,Улица 1905 года
realtor,2,16,2,60.0,80000,Очаково-Матвеевское,Веерная ,Матвеевская
homeowner,4,17,1,38.0,80000,Филевский парк,Филевский бульвар,Мнёвники
homeowner,5,12,3,66.6,80000,Южное Медведково,проезд Дежнева,Бабушкинская
real_estate_agent,33,33,1,27.3,81200,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,8,24,3,56.2,82000,Нижегородский,Новохохловская ,Новохохловская
real_estate_agent,17,25,1,37.7,83300,Западное Дегунино,Дмитровское шоссе,Верхние Лихоборы
real_estate_agent,28,33,1,26.5,83300,Западное Дегунино,Ильменский проезд,Селигерская
real_estate_agent,3,9,1,41.0,83300,,бульвар Андрея Тарковского,Рассказовка
real_estate_agent,32,33,1,32.0,83300,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,18,33,2,48.6,83300,Нижегородский,Новохохловская ,Калитники
real_estate_agent,11,33,1,41.0,83300,Очаково-Матвеевское,Озерная ,Озёрная
real_estate_agent,18,33,2,48.5,83300,Царицыно,Кавказский бульвар,Кавказский бульвар
real_estate_agent,7,25,2,62.8,83000,, Саларьевская,Саларьево
real_estate_agent,6,16,2,50.1,83300,, Александры Монаховой,Потапово
real_estate_agent,5,15,1,34.9,83300,, Лобановский Лес,Ольховая
real_estate_agent,11,17,2,52.0,83300,, Александры Монаховой,Потапово
real_estate_agent,12,14,1,37.9,83300,Останкинский,Олонецкая ,Отрадное
real_estate_agent,7,17,2,51.1,84480,Свиблово,проезд Русанова,Свиблово
real_estate_agent,27,33,1,34.1,84800,Нижегородский,Новохохловская ,Калитники
real_estate_agent,24,25,2,69.0,84900,, Саларьевская,Саларьево
real_estate_agent,4,4,2,50.0,85000,Сокольники,2-я Рыбинская ,Сокольники
real_estate_agent,33,33,2,47.0,85000,Западное Дегунино, Летчика Осканова,Верхние Лихоборы
real_estate_agent,14,25,2,52.0,85000,Текстильщики,1-й Грайвороновский проезд,Новохохловская
real_estate_agent,14,25,2,55.0,85000,Текстильщики,1-й Грайвороновский проезд,Новохохловская
real_estate_agent,31,32,1,42.0,85000,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,24,33,1,32.2,85900,Нижегородский,Перовское шоссе,Нижегородская
real_estate_agent,14,22,1,36.7,85800,Останкинский,Олонецкая ,Отрадное
real_estate_agent,5,10,1,34.3,85000,Марьина роща,Шереметьевская ,Марьина Роща
real_estate_agent,20,20,1,45.0,85000,Обручевский, Академика Волгина,Университет Дружбы Народов
real_estate_agent,28,33,1,43.6,85000,Рязанский, Михайлова,Окская
real_estate_agent,22,33,1,32.3,85000,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
unknown,22,26,1,21.5,85000,Нагатино-Садовники,Нагатинская набережная,Нагатинская
real_estate_agent,2,21,1,34.0,85000,Щукино, Берзарина,Октябрьское поле
real_estate_agent,13,17,2,66.3,86300,Фили-Давыдково,Кастанаевская ,Пионерская
real_estate_agent,10,11,2,37.2,86900,Останкинский,Сельскохозяйственная ,Ботанический сад
real_estate_agent,11,33,1,40.0,87000,Очаково-Матвеевское, Малая Очаковская,Озёрная
real_estate_agent,10,14,3,74.5,87000,Новокосино,Суздальская ,Новокосино
real_estate_agent,8,33,2,52.0,88400,Царицыно,Кавказский бульвар,Кавказский бульвар
real_estate_agent,11,12,2,45.0,88000,Таганский, Земляной Вал,Чкаловская
real_estate_agent,25,33,2,48.0,88400,Гольяново,Амурская ,Локомотив
real_estate_agent,10,17,2,50.9,88400,Чертаново Северное,Варшавское шоссе,Чертановская
real_estate_agent,26,33,1,32.3,88400,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,21,33,1,34.0,89000,Очаково-Матвеевское,Большая Очаковская ,Аминьевская
real_estate_agent,17,18,2,47.1,89400,,проспект Прокшинский,Прокшино
real_estate_agent,3,17,2,58.3,89400,Коньково, Академика Капицы,Коньково
real_estate_agent,8,8,1,45.0,90000,Хамовники,Комсомольский проспект,Парк Культуры
real_estate_agent,18,26,2,47.9,90400,Нижегородский,Перовское шоссе,Нижегородская
real_estate_agent,12,17,2,48.1,89500,Метрогородок,Открытое шоссе,Бульвар Рокоссовского
real_estate_agent,5,8,2,47.0,90000,Покровское-Стрешнево,Волоколамское шоссе,Спартак
real_estate_agent,28,33,2,40.0,90000,Очаково-Матвеевское, Малая Очаковская,Озёрная
real_estate_agent,2,25,1,37.0,90000,Щукино, Берзарина,Бульвар Генерала Карбышева
real_estate_agent,21,32,1,42.0,90000,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,10,33,1,40.0,90000,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,6,27,1,39.6,90000,Лефортово, Крузенштерна,Авиамоторная
real_estate_agent,24,25,2,41.3,90000,, Саларьевская,Саларьево
real_estate_agent,31,33,1,39.0,89800,Кунцево, Академика Павлова,Крылатское
real_estate_agent,8,9,2,50.0,90000,Хамовники, Усачева,Спортивная
real_estate_agent,22,27,2,55.4,90000,Очаково-Матвеевское,Аминьевское шоссе,Аминьевская
real_estate_agent,4,30,1,41.0,90000,Левобережный,Ленинградское шоссе,Речной вокзал
real_estate_agent,11,18,1,39.0,92000,Левобережный,Фестивальная ,Речной вокзал
real_estate_agent,11,33,1,32.1,93160,Нижегородский,Перовское шоссе,Нижегородская
real_estate_agent,7,33,2,41.8,93500,Бутырский, Руставели,Бутырская
real_estate_agent,4,33,2,59.0,94400,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,6,17,3,78.0,94400,Северный,Дмитровское шоссе,Физтех
real_estate_agent,24,33,2,52.4,94400,Отрадное,Сигнальный проезд,Владыкино
real_estate_agent,3,15,1,40.0,94400,Можайский,Сколковское шоссе,Сетунь
real_estate_agent,2,33,2,40.0,94900,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,10,36,1,41.0,94400,Войковский,Головинское шоссе,Водный стадион
real_estate_agent,33,33,2,48.0,94900,Чертаново Южное,Дорожная ,Красный Строитель
real_estate_agent,3,33,2,71.5,94400,Царицыно,Кавказский бульвар,Кавказский бульвар
real_estate_agent,27,33,2,61.4,94400,Отрадное,Сигнальный проезд,Владыкино
real_estate_agent,9,18,2,49.4,94400,, Саларьевская,Саларьево
real_estate_agent,19,33,1,41.2,94400,Нагатино-Садовники,2-й Нагатинский проезд,Кленовый бульвар
real_estate_agent,8,17,2,56.2,94600,Рязанский, Михайлова,Окская
real_estate_agent,5,22,1,62.2,95000,Проспект Вернадского, Удальцова,Мичуринский проспект
real_estate_agent,17,25,4,102.0,95000,Ярославский,Ярославское шоссе,Медведково
real_estate_agent,17,33,3,48.0,95000,Очаково-Матвеевское,Большая Очаковская ,Аминьевская
real_estate_agent,7,10,1,47.0,95000,Щукино, Маршала Рыбалко,Панфиловская
real_estate_agent,29,33,2,45.0,95000,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,12,19,1,26.7,95000,Беговой,Бумажный проезд,Белорусская
real_estate_agent,12,33,1,46.1,95000,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,17,32,1,42.0,95000,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,13,25,2,45.0,95000,Даниловский, Виктора Маслова,Автозаводская
real_estate_agent,3,33,1,32.3,95000,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,18,41,1,30.0,95000,Хорошево-Мневники,Шелепихинская набережная,Шелепиха
real_estate_agent,5,8,2,60.0,95000,Гагаринский,Ленинский проспект,Университет
homeowner,32,33,3,50.0,95000,Нижегородский,,Нижегородская
real_estate_agent,25,37,1,38.0,99000,Хорошево-Мневники,Шелепихинская набережная,Шелепиха
real_estate_agent,33,33,1,44.5,99500,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,10,27,1,38.0,99500,Очаково-Матвеевское,Аминьевское шоссе,Аминьевская
real_estate_agent,10,16,2,59.0,99500,Люблино,Люблинская ,Перерва
real_estate_agent,12,32,3,73.0,99000,Митино,Муравская ,Пятницкое шоссе
real_estate_agent,6,24,2,60.0,99500,Нижегородский,Новохохловская ,Новохохловская
real_estate_agent,7,17,2,58.5,99500,Царицыно,Кавказский бульвар,Кавказский бульвар
real_estate_agent,18,21,1,41.2,99900,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,12,24,1,41.4,99500,Филевский парк,Барклая ,Багратионовская
real_estate_agent,16,18,2,32.0,99000,Останкинский,Березовая аллея,Ботанический сад
real_estate_agent,4,22,2,80.0,100000,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение
realtor,10,14,2,68.9,100000,Коптево,Большая Академическая ,Красный Балтиец
real_estate_agent,15,15,2,40.0,100000,Даниловский,Автозаводская ,Технопарк
real_estate_agent,12,12,2,38.4,100000,Марьина роща, Образцова,Достоевская
real_estate_agent,14,14,2,65.4,100000,Свиблово,1-й Ботанический проезд,Ботанический сад
real_estate_agent,28,41,1,32.0,103000,Хорошево-Мневники,Шелепихинская набережная,Шелепиха
real_estate_agent,13,30,2,61.7,104600,Зябликово,Ореховый бульвар,Красногвардейская
real_estate_agent,23,32,1,38.0,104600,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,24,33,2,61.1,104600,Отрадное,Сигнальный проезд,Владыкино
real_estate_agent,4,18,2,47.5,104600,Останкинский,Березовая аллея,Ботанический сад
real_estate_agent,7,16,3,77.8,104600,, Красулинская,Филатов Луг
real_estate_agent,1,28,3,56.0,105000,Войковский, Адмирала Макарова,Водный стадион
real_estate_agent,10,17,3,78.0,110000,Зюзино,Азовская ,Севастопольская
real_estate_agent,12,16,2,52.0,110000,Зюзино,Болотниковская ,Нахимовский проспект
real_estate_agent,5,17,2,65.0,110000,Филевский парк,Большая Филевская ,Багратионовская
real_estate_agent,8,17,2,60.0,110000,Лефортово,Солдатский переулок,Лефортово
real_estate_agent,16,17,3,77.0,110000,Очаково-Матвеевское,Озерная ,Аминьевская
real_estate_agent,5,33,3,71.9,109800,Отрадное,Сигнальный проезд,Владыкино
real_estate_agent,16,27,2,51.1,110000,Алексеевский,Староалексеевская ,Алексеевская
real_estate_agent,9,17,3,83.1,110000,Гольяново,Амурская ,Локомотив
real_estate_agent,16,21,1,41.0,109800,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,29,33,3,71.1,110000,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,5,5,1,50.5,110000,Арбат,Малый Николопесковский переулок,Арбатская
real_estate_agent,2,25,2,58.0,109800,Щукино, Берзарина,Бульвар Генерала Карбышева
real_estate_agent,12,25,3,93.8,110800,, Саларьевская,Саларьево
real_estate_agent,21,42,1,33.0,114900,Западное Дегунино,Ильменский проезд,Селигерская
real_estate_agent,13,17,3,64.0,114900,, Лобановский Лес,Прокшино
real_estate_agent,6,25,2,71.0,114900,Нагатино-Садовники,Нагатинская набережная,Коломенская
real_estate_agent,14,14,2,60.0,115000,Строгино, Исаковского,Строгино
real_estate_agent,18,28,2,45.0,115000,Щукино,Волоколамское шоссе,Стрешнево
real_estate_agent,20,38,1,48.1,115000,Раменки,Мосфильмовская ,Ломоносовский проспект
real_estate_agent,14,19,3,51.3,117000,Западное Дегунино, Летчика Осканова,Верхние Лихоборы
real_estate_agent,20,30,2,86.0,119000,Богородское,бульвар Маршала Рокоссовского,Бульвар Рокоссовского
real_estate_agent,14,17,3,83.0,118900,Гольяново,Амурская ,Локомотив
real_estate_agent,17,33,2,70.0,120000,Хорошевский,Ходынский бульвар,ЦСКА
realtor,9,14,1,45.0,120000,Свиблово,Лазоревый проезд,Ботанический сад
real_estate_agent,19,19,2,55.0,120000,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение
real_estate_agent,33,46,2,52.0,120000,Пресненский,Мукомольный проезд,Москва-Сити
real_estate_agent,11,24,2,46.5,120000,Головинский,Головинское шоссе,Водный стадион
real_estate_agent,8,33,2,62.1,120000,Гольяново,Амурская ,Черкизовская
real_estate_agent,30,33,2,51.8,120000,Очаково-Матвеевское, Малая Очаковская,Озёрная
real_estate_agent,8,14,2,75.0,119500,Можайский,Сколковское шоссе,Сетунь
real_estate_agent,8,14,2,78.0,119500,Можайский,Сколковское шоссе,Сетунь
real_estate_agent,2,8,3,76.0,120000,Аэропорт, Черняховского,Аэропорт
real_estate_agent,11,18,3,105.0,120000,Ломоносовский, Академика Пилюгина,Новаторская
real_estate_agent,16,21,2,41.0,120000,Хорошево-Мневники, Мневники,Хорошёво
real_estate_agent,4,26,3,70.4,120000,Головинский,Кронштадтский бульвар,Водный стадион
homeowner,9,25,1,53.0,120000,Раменки, Лобачевского,Аминьевская
realtor,3,7,2,55.0,125000,Тверской,2-й Самотечный переулок,Достоевская
real_estate_agent,5,24,2,40.0,125000,Хорошевский,Хорошевское шоссе,Полежаевская
real_estate_agent,23,24,3,93.5,125000,Текстильщики,1-й Грайвороновский проезд,Текстильщики
real_estate_agent,3,33,2,63.1,125000,Бутырский, Руставели,Бутырская
real_estate_agent,2,12,2,66.0,125000,Мещанский, Дурова,Достоевская
real_estate_agent,15,22,2,58.0,125000,Перово,шоссе Энтузиастов,Новогиреево
real_estate_agent,1,4,2,77.0,125000,Красносельский,Каланчевская ,Площадь трёх вокзалов
real_estate_agent,5,9,2,57.0,125000,Красносельский,Краснопрудная ,Комсомольская
realtor,11,43,2,38.0,125000,Хорошево-Мневники,Шелепихинская набережная,Шелепиха
real_estate_agent,8,19,3,91.5,128900,Хорошево-Мневники,проспект Маршала Жукова,Бульвар Генерала Карбышева
real_estate_agent,21,26,1,30.0,130000,Арбат, Новый Арбат,Арбатская
real_estate_agent,8,22,3,80.0,130000,Тропарево-Никулино, Мичуринский проспект Олимпийская деревня,Озёрная
