author_type,floor,floors_count,rooms_count,total_meters,price_per_month,district,street,underground
real_estate_agent,17,20,4,135.7,670000,Беговой,Бумажный проезд,Белорусская
real_estate_agent,3,8,5,260.0,580000,Хамовники, Плющиха,Смоленская
official_representative,64,65,3,85.0,650000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,12,12,1,45.0,133000,Пресненский,Шмитовский проезд,Шелепиха
real_estate_agent,5,14,3,80.0,230000,Хамовники,Гагаринский переулок,Кропоткинская
real_estate_agent,9,41,1,41.0,200000,Хорошевский,Ленинградский проспект,ЦСКА
real_estate_agent,13,39,4,155.0,230000,Сокольники,Русаковская ,Сокольники
real_estate_agent,58,75,2,100.0,455000,Пресненский,1-й Красногвардейский проезд,Деловой центр
real_estate_agent,1,3,3,163.0,800000,Хамовники,2-й Зачатьевский переулок,Кропоткинская
real_estate_agent,3,16,3,138.0,450000,Арбат,1-й Смоленский переулок,Смоленская
real_estate_agent,2,11,2,148.0,750000,Хамовники, Усачева,Фрунзенская
realtor,5,12,2,48.0,60000,Гольяново,Байкальская ,Щёлковская
real_estate_agent,11,33,2,45.0,95000,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,11,16,2,53.0,95000,, Большое Понизовье,Филатов Луг
real_estate_agent,2,7,2,52.6,135300,Марьина роща,1-я Ямская ,Марьина Роща
real_estate_agent,6,8,1,32.0,90000,Тверской,Новослободская ,Менделеевская
real_estate_agent,17,44,3,70.0,190000,Филевский парк,Багратионовский проезд,Фили
real_estate_agent,3,18,4,165.0,800000,Пресненский,Средний Тишинский переулок,Белорусская
real_estate_agent,6,9,3,75.0,210000,Дорогомилово,Кутузовский проспект,Киевская
real_estate_agent,3,16,3,137.8,450000,Арбат,1-й Смоленский переулок,Смоленская
real_estate_agent,4,6,5,168.0,300000,Кунцево,Ельнинская ,Молодёжная
real_estate_agent,19,22,3,100.0,239000,Раменки,Минская ,Ломоносовский проспект
real_estate_agent,27,34,2,51.2,344999,Дорогомилово,Поклонная ,Поклонная
real_estate_agent,15,57,3,145.0,420000,Хорошевский,Чапаевский переулок,Аэропорт
real_estate_agent,8,31,2,46.0,95000,Богородское,Тюменский проезд,Бульвар Рокоссовского
real_estate_agent,5,6,4,174.3,310000,Тверской,Воротниковский переулок,Маяковская
real_estate_agent,4,7,5,207.8,750000,Хамовники,1-й Зачатьевский переулок,Кропоткинская
real_estate_agent,6,20,2,75.0,260000,Алексеевский,Новоалексеевская ,Алексеевская
real_estate_agent,3,10,2,125.0,450000,Тверской,Страстной бульвар,Пушкинская
real_estate_agent,7,9,3,70.0,200000,Хамовники,Ростовская набережная,Смоленская
real_estate_agent,7,7,3,85.0,200000,Басманный,Мясницкая ,Чистые пруды
real_estate_agent,4,8,5,200.0,1300000,Арбат,Гоголевский бульвар,Арбатская
real_estate_agent,2,6,4,160.0,350000,Покровское-Стрешнево,Береговая ,Стрешнево
real_estate_agent,3,9,1,35.0,43000,Рязанский,Окская ,Окская
real_estate_agent,5,9,4,220.0,480000,Арбат,Филипповский переулок,Кропоткинская
real_estate_agent,3,15,3,150.0,495000,Хамовники,Саввинская набережная,Киевская
real_estate_agent,21,26,1,30.0,130000,Арбат, Новый Арбат,Арбатская
real_estate_agent,5,17,2,53.0,250000,Пресненский,Звенигородское шоссе,Улица 1905 года
real_estate_agent,6,8,3,81.0,430000,Таганский,Славянская площадь,Китай-город
real_estate_agent,3,13,3,125.0,210000,Якиманка, Серафимовича,Боровицкая
real_estate_agent,14,32,2,44.0,130000,Черемушки,Херсонская ,Зюзино
real_estate_agent,5,9,3,114.0,430000,Тверской,Большая Грузинская ,Белорусская
real_estate_agent,4,16,3,70.0,195000,Филевский парк,Большая Филевская ,Фили
real_estate_agent,8,20,2,57.0,180000,Даниловский,проспект Лихачева,Технопарк
real_estate_agent,3,5,4,120.0,320000,Пресненский, Спиридоновка,Баррикадная
real_estate_agent,2,7,1,43.0,190000,Пресненский,Большой Тишинский переулок,Улица 1905 года
real_estate_agent,3,17,1,21.3,44000,Южное Бутово,Варшавское шоссе,Щербинка
real_estate_agent,11,14,4,158.0,500000,Мещанский, Советской Армии,Достоевская
real_estate_agent,7,21,3,128.0,600000,Пресненский, Костикова,Улица 1905 года
real_estate_agent,6,32,1,24.0,100001,Хорошево-Мневники,Причальный проезд,Шелепиха
real_estate_agent,35,38,2,134.0,380000,Раменки,Мосфильмовская ,Ломоносовский проспект
real_estate_agent,2,3,3,142.0,600000,Хорошевский,проезд Аэропорта,Аэропорт
real_estate_agent,5,9,5,222.0,480000,Арбат,Филипповский переулок,Кропоткинская
real_estate_agent,2,7,2,60.0,390000,Раменки,Мосфильмовская ,Ломоносовский проспект
real_estate_agent,7,7,3,145.0,400000,Пресненский,Рочдельская ,Краснопресненская
real_estate_agent,4,8,5,196.0,1300000,Арбат,Гоголевский бульвар,Арбатская
homeowner,40,68,2,68.0,310000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,2,6,4,160.0,350000,Покровское-Стрешнево,Береговая ,Стрешнево
real_estate_agent,16,25,3,106.0,450000,Пресненский,Зоологическая ,Баррикадная
real_estate_agent,23,24,5,150.0,420000,Пресненский,3-я Красногвардейская ,Москва-Сити
real_estate_agent,4,4,4,140.0,520000,Пресненский,Богословский переулок,Пушкинская
real_estate_agent,3,7,5,260.0,580000,Хамовники, Плющиха,Смоленская
realtor,4,50,1,25.0,100000,Раменки,Мичуринский проспект,Раменки
real_estate_agent,18,25,4,250.0,450000,Можайский,Можайское шоссе,Кунцевская
real_estate_agent,5,48,3,60.0,170000,Даниловский,Дубининская ,Павелецкая
real_estate_agent,14,19,3,90.0,300000,Красносельский,переулок Докучаев,Площадь трёх вокзалов
real_estate_agent,4,10,5,215.0,1300000,Замоскворечье,Большая Татарская ,Новокузнецкая
real_estate_agent,3,13,3,125.0,210000,Якиманка, Серафимовича,Боровицкая
real_estate_agent,4,12,4,140.0,300000,Дорогомилово,Кутузовский проспект,Киевская
real_estate_agent,1,12,3,70.0,90000,Лефортово, 2-я Синичкина,Сортировочная
real_estate_agent,12,32,3,85.0,500000,Дорогомилово,Поклонная ,Поклонная
real_estate_agent,3,4,4,152.0,500000,Арбат,Староконюшенный переулок,Кропоткинская
real_estate_agent,2,9,3,98.0,220000,Хамовники,Фрунзенская набережная,Фрунзенская
real_estate_agent,18,18,4,250.0,450000,Можайский,Можайское шоссе,Кунцевская
real_estate_agent,5,11,5,177.0,790000,Тверской,Страстной бульвар,Пушкинская
real_estate_agent,3,4,4,150.0,275000,Арбат,Большой Николопесковский переулок,Смоленская
real_estate_agent,4,10,5,215.0,1300000,Замоскворечье,Большая Татарская ,Новокузнецкая
realtor,5,17,2,45.0,220000,Даниловский,бульвар Братьев Весниных,ЗИЛ
real_estate_agent,2,17,2,52.0,70000,Северное Измайлово,13-я Парковая ,Щёлковская
real_estate_agent,9,13,3,120.0,180000,Нагатинский затон,Коломенская ,Кленовый бульвар
real_estate_agent,5,5,3,175.0,330000,Академический, Дмитрия Ульянова,Академическая
homeowner,15,21,2,45.0,160000,Хорошевский,Хорошевское шоссе,Хорошёвская
real_estate_agent,19,34,2,52.0,230000,Дорогомилово,Поклонная ,Поклонная
real_estate_agent,10,10,2,66.0,150000,Замоскворечье,Валовая ,Павелецкая
real_estate_agent,30,47,3,135.0,249000,Обручевский,Ленинский проспект,Новаторская
realtor,6,9,4,160.0,580000,Замоскворечье,Мытная ,Серпуховская
unknown,7,10,2,63.0,158000,Хамовники,Фрунзенская набережная,Фрунзенская
real_estate_agent,8,23,3,102.4,210000,Басманный,набережная Академика Туполева,Бауманская
real_estate_agent,8,14,2,60.0,300000,Пресненский, Пресненский Вал,Улица 1905 года
real_estate_agent,4,4,3,152.2,390000,Басманный,Малый Козловский переулок,Красные ворота
real_estate_agent,5,16,4,200.0,650000,Арбат, Новый Арбат,Смоленская
real_estate_agent,13,39,3,155.0,230000,Сокольники,Русаковская ,Сокольники
real_estate_agent,3,10,2,125.0,450000,Тверской,Страстной бульвар,Пушкинская
real_estate_agent,8,10,4,190.0,400000,Басманный,Подсосенский переулок,Курская
real_estate_agent,18,30,4,165.0,400000,Покровское-Стрешнево,Сосновая аллея,Щукинская
real_estate_agent,9,19,4,90.0,300000,Беговой,Ленинградский проспект,Динамо
real_estate_agent,5,5,3,72.0,320000,Тверской, Петровка,Трубная
real_estate_agent,4,9,4,159.0,350000,Хамовники, Знаменка,Боровицкая
real_estate_agent,7,11,3,130.0,380000,Тверской,Лесная ,Белорусская
real_estate_agent,4,21,2,80.0,115000,Обручевский, Воронцовские Пруды,Воронцовская
real_estate_agent,5,7,3,115.0,370000,Якиманка, Большая Полянка,Добрынинская
real_estate_agent,3,15,1,33.0,150000,Аэропорт,Ленинградский проспект,Динамо
real_estate_agent,4,17,3,130.0,250000,Академический, Ферсмана,Академическая
real_estate_agent,6,11,3,130.0,380000,Тверской,Лесная ,Белорусская
real_estate_agent,9,16,3,83.2,104600,, Большое Понизовье,Филатов Луг
real_estate_agent,5,6,4,350.0,1300000,Таганский,Серебряническая набережная,Чкаловская
homeowner,15,25,1,22.5,60000,Нижегородский,Рязанский проспект,Нижегородская
real_estate_agent,15,18,3,120.0,200000,Филевский парк,Кастанаевская ,Филёвский парк
real_estate_agent,2,14,2,63.0,400000,Хамовники, Усачева,Спортивная
real_estate_agent,9,19,4,90.0,300000,Беговой,Ленинградский проспект,Динамо
real_estate_agent,7,21,4,118.0,220000,Якиманка, Шаболовка,Шаболовская
real_estate_agent,5,5,3,125.0,650000,Пресненский,Столярный переулок,Улица 1905 года
realtor,7,8,2,65.0,250000,Красносельский,Милютинский переулок,Лубянка
real_estate_agent,6,8,4,165.0,620000,Пресненский,Малый Козихинский переулок,Пушкинская
real_estate_agent,3,22,3,100.0,200000,Щукино, Расплетина,Октябрьское поле
real_estate_agent,2,6,4,168.0,350000,Покровское-Стрешнево,Береговая ,Стрешнево
real_estate_agent,4,15,3,140.0,320000,Раменки,Мосфильмовская ,Ломоносовский проспект
real_estate_agent,12,15,4,156.0,400000,Раменки,Мичуринский проспект,Ломоносовский проспект
real_estate_agent,6,10,4,132.0,500000,Тверской,Большая Грузинская ,Белорусская
real_estate_agent,13,25,1,40.0,75000,Нижегородский,Рязанский проспект,Нижегородская
real_estate_agent,3,5,4,165.0,325000,Крылатское,Осенняя ,Крылатское
real_estate_agent,6,33,3,60.0,110000,Нижегородский,Новохохловская ,Калитники
real_estate_agent,7,9,3,63.0,130000,Отрадное, Бестужевых,Отрадное
real_estate_agent,4,4,4,255.0,750000,Тверской,переулок Столешников,Чеховская
real_estate_agent,7,8,4,120.0,350000,Пресненский,Малая Бронная ,Маяковская
real_estate_agent,17,44,3,70.0,200000,Филевский парк,Багратионовский проезд,Фили
real_estate_agent,8,8,3,100.0,350000,Даниловский,2-й Павелецкий проезд,Пролетарская
real_estate_agent,26,36,3,125.0,650000,Беговой,Ленинградский проспект,Динамо
real_estate_agent,6,11,3,75.0,210000,Дорогомилово,Кутузовский проспект,Киевская
real_estate_agent,4,10,2,52.0,200000,Гагаринский,Ленинский проспект,Вавиловская
real_estate_agent,4,6,4,100.0,400000,Пресненский,Малая Бронная ,Маяковская
real_estate_agent,38,40,3,153.0,330000,Раменки,Мосфильмовская ,Ломоносовский проспект
real_estate_agent,7,17,2,64.0,110000,Хорошевский, Полины Осипенко,Полежаевская
real_estate_agent,19,22,3,100.0,239000,Раменки,Минская ,Ломоносовский проспект
real_estate_agent,25,28,5,200.0,360000,Ломоносовский, Архитектора Власова,Профсоюзная
real_estate_agent,11,32,1,19.7,41900,Митино,Муравская ,Пятницкое шоссе
real_estate_agent,5,9,3,120.0,650000,Пресненский,Столярный переулок,Улица 1905 года
real_estate_agent,4,6,5,168.0,300000,Кунцево,Ельнинская ,Молодёжная
real_estate_agent,2,11,2,94.0,350000,Дорогомилово,Кутузовский проспект,Киевская
real_estate_agent,4,16,3,140.0,320000,Раменки,Мосфильмовская ,Ломоносовский проспект
real_estate_agent,6,8,4,160.0,620000,Пресненский,Малый Козихинский переулок,Пушкинская
real_estate_agent,15,36,1,45.5,149000,Хорошево-Мневники,Шелепихинская набережная,Шелепиха
homeowner,4,16,3,75.0,130000,Коньково,Миклухо-Маклая ,Беляево
real_estate_agent,2,11,2,92.0,350000,Дорогомилово,Кутузовский проспект,Киевская
real_estate_agent,14,41,1,42.0,160000,Хорошевский,Ленинградский проспект,Аэропорт
real_estate_agent,13,25,1,34.0,74990,Нижегородский,Рязанский проспект,Нижегородская
real_estate_agent,3,10,1,37.2,70000,Северное Бутово,Феодосийская ,Бульвар Дмитрия Донского
real_estate_agent,5,5,5,192.0,1012000,Хамовники,Большой Знаменский переулок,Кропоткинская
real_estate_agent,2,18,3,120.0,300000,Раменки,Ломоносовский проспект,Университет
real_estate_agent,7,10,1,51.0,95000,Щукино, Маршала Рыбалко,Панфиловская
real_estate_agent,6,9,2,73.0,125000,Филевский парк,Большая Филевская ,Фили
real_estate_agent,7,17,2,62.0,110000,Хорошевский, Полины Осипенко,Полежаевская
real_estate_agent,23,53,3,150.0,400000,Раменки,Мосфильмовская ,Ломоносовский проспект
real_estate_agent,17,21,3,140.0,350000,Красносельский,Грохольский переулок,Проспект Мира
real_estate_agent,16,22,3,80.0,200000,Пресненский,Шмитовский проезд,Москва-Сити
real_estate_agent,6,9,3,115.0,280000,Хамовники,Гагаринский переулок,Кропоткинская
real_estate_agent,6,7,2,70.0,215000,Арбат,Большой Николопесковский переулок,Смоленская
real_estate_agent,2,8,1,76.0,255000,Пресненский,Малый Козихинский переулок,Пушкинская
real_estate_agent,5,7,4,140.0,410000,Хамовники,1-й Зачатьевский переулок,Кропоткинская
real_estate_agent,4,6,4,100.0,400000,Пресненский,Малая Бронная ,Маяковская
real_estate_agent,21,29,3,115.0,190000,Проспект Вернадского,Ленинский проспект,Новаторская
real_estate_agent,17,31,3,140.0,350000,Очаково-Матвеевское,Нежинская ,Давыдково
real_estate_agent,9,18,3,105.0,150000,Ломоносовский, Академика Пилюгина,Новые Черёмушки
real_estate_agent,21,36,4,125.0,590000,Беговой,Ленинградский проспект,Динамо
real_estate_agent,7,24,3,72.0,230000,Фили-Давыдково,Кастанаевская ,Кунцевская
real_estate_agent,15,30,4,206.0,350000,Проспект Вернадского,Ленинский проспект,Новаторская
real_estate_agent,5,8,5,204.0,450000,Басманный,Подсосенский переулок,Курская
real_estate_agent,9,12,2,84.0,180000,Даниловский,проспект Лихачева,Технопарк
real_estate_agent,4,13,3,115.0,310000,Тверской,4-я Тверская-Ямская ,Маяковская
real_estate_agent,2,2,5,220.0,570000,Покровское-Стрешнево,Береговая ,Стрешнево
real_estate_agent,3,30,4,175.0,250000,Обручевский, Воронцовские Пруды,Воронцовская
real_estate_agent,8,11,2,58.0,125000,Дорогомилово, Генерала Ермолова,Парк Победы
real_estate_agent,8,22,3,100.0,220000,Пресненский,Шмитовский проезд,Улица 1905 года
real_estate_agent,7,8,4,192.0,600000,Якиманка, Большая Якиманка,Полянка
real_estate_agent,4,5,3,70.0,150000,Дорогомилово,Можайский переулок,Студенческая
real_estate_agent,4,12,4,140.0,300000,Дорогомилово,Кутузовский проспект,Киевская
real_estate_agent,6,7,3,103.0,300000,Красносельский,Милютинский переулок,Лубянка
real_estate_agent,11,12,4,143.6,790000,Хамовники, Усачева,Фрунзенская
real_estate_agent,7,8,3,65.0,190000,Щукино, Маршала Бирюзова,Октябрьское поле
real_estate_agent,27,30,3,80.0,175000,Можайский, Петра Алексеева,Давыдково
real_estate_agent,12,13,3,120.0,200000,Филевский парк,2-я Филевская ,Багратионовская
real_estate_agent,2,6,4,154.0,750000,Замоскворечье,Озерковская набережная,Новокузнецкая
real_estate_agent,2,4,5,160.0,450000,Гагаринский,Андреевская набережная,Ленинский проспект
real_estate_agent,8,8,5,200.0,300000,Тверской,Тверская ,Охотный ряд
real_estate_agent,7,17,2,62.0,110000,Хорошевский, Полины Осипенко,Полежаевская
real_estate_agent,12,12,2,67.0,170000,Тверской,1-я Миусская ,Новослободская
real_estate_agent,6,14,3,120.0,200000,Кунцево, Маршала Тимошенко,Крылатское
real_estate_agent,5,12,4,170.0,450000,Пресненский, Красная Пресня,Краснопресненская
real_estate_agent,7,9,3,134.0,1300000,Хамовники,Трубецкая ,Фрунзенская
real_estate_agent,5,7,4,145.0,420000,Хамовники,1-й Зачатьевский переулок,Кропоткинская
real_estate_agent,5,9,2,43.0,210000,Беговой, 1-я Ямского Поля,Белорусская
real_estate_agent,16,22,3,100.0,450000,Пресненский,Зоологическая ,Баррикадная
real_estate_agent,4,4,3,130.0,350000,Басманный,Малый Козловский переулок,Красные ворота
real_estate_agent,4,14,3,120.0,240000,Мещанский,Протопоповский переулок,Проспект Мира
real_estate_agent,7,9,3,75.0,200000,Хамовники,Ростовская набережная,Смоленская
real_estate_agent,6,10,3,120.0,200000,Якиманка, Серафимовича,Боровицкая
real_estate_agent,21,32,3,112.0,200000,Проспект Вернадского,Ленинский проспект,Новаторская
real_estate_agent,4,21,4,175.0,400000,Покровское-Стрешнево,Сосновая аллея,Щукинская
real_estate_agent,13,42,2,43.0,110000,Котловка,Севастопольский проспект,Крымская
real_estate_agent,4,12,3,115.0,310000,Тверской,4-я Тверская-Ямская ,Маяковская
real_estate_agent,4,9,3,58.0,220000,Тверской,Тверская ,Пушкинская
real_estate_agent,2,8,4,140.0,430000,Якиманка,1-й Спасоналивковский переулок,Полянка
real_estate_agent,17,19,3,56.0,180000,Красносельский,переулок Докучаев,Площадь трёх вокзалов
real_estate_agent,5,6,4,170.0,350000,Красносельский,переулок Рыбников,Тургеневская
real_estate_agent,5,5,1,70.0,180000,Хамовники,Мансуровский переулок,Парк Культуры
real_estate_agent,1,37,4,130.0,370000,Хорошево-Мневники,Шелепихинская набережная,Шелепиха
real_estate_agent,3,4,4,130.0,430000,Крылатское,Островной проезд,Молодёжная
real_estate_agent,4,6,4,208.0,1500000,Хамовники,переулок Коробейников,Парк Культуры
real_estate_agent,7,7,4,193.0,600000,Якиманка, Большая Якиманка,Полянка
real_estate_agent,5,20,2,83.0,150000,Южнопортовый,3-й Крутицкий переулок,Пролетарская
real_estate_agent,8,22,2,41.0,175000,Даниловский,бульвар Братьев Весниных,ЗИЛ
real_estate_agent,6,12,5,180.0,280000,Черемушки, Гарибальди,Новые Черёмушки
real_estate_agent,2,18,3,120.0,300000,Раменки,Ломоносовский проспект,Университет
real_estate_agent,10,22,3,110.0,210000,Пресненский,Шмитовский проезд,Москва-Сити
real_estate_agent,30,67,2,73.0,400000,Пресненский,Краснопресненская набережная,Москва-Сити
real_estate_agent,3,3,3,85.0,200000,Донской,Духовской переулок,Тульская
real_estate_agent,2,5,3,130.0,350000,Хамовники,Курсовой переулок,Кропоткинская
real_estate_agent,3,6,3,123.0,430000,Беговой, 3-я Ямского Поля,Белорусская
real_estate_agent,16,20,3,75.0,325000,Пресненский,Мантулинская ,Москва-Сити
real_estate_agent,5,7,2,67.0,350000,Пресненский,Никитский бульвар,Арбатская
real_estate_agent,15,15,3,140.0,250000,Раменки,Университетский проспект,Ломоносовский проспект
real_estate_agent,3,16,3,140.0,335000,Раменки,Мосфильмовская ,Ломоносовский проспект
real_estate_agent,9,10,4,145.0,350000,Пресненский,Студенецкий переулок,Улица 1905 года
real_estate_agent,3,7,5,180.0,500000,Басманный,Чистопрудный бульвар,Чистые пруды
real_estate_agent,13,25,4,152.0,230000,Сокольники,Русаковская ,Сокольники
real_estate_agent,8,9,4,161.0,500000,Тверской,Большая Грузинская ,Белорусская
real_estate_agent,8,17,3,129.0,350000,Пресненский,Студенецкий переулок,Улица 1905 года
real_estate_agent,52,64,3,189.0,780000,Пресненский,1-й Красногвардейский проезд,Москва-Сити
real_estate_agent,8,25,3,80.0,140000,Щукино, Берзарина,Щукинская
real_estate_agent,3,6,3,136.0,550000,Тверской,1-й Колобовский переулок,Трубная
real_estate_agent,2,11,2,148.0,750000,Хамовники, Усачева,Фрунзенская
real_estate_agent,23,34,3,80.0,650000,Дорогомилово,Поклонная ,Поклонная
real_estate_agent,15,32,2,63.0,300000,Дорогомилово,Поклонная ,Поклонная
real_estate_agent,23,50,4,200.0,450000,Хорошевский,Чапаевский переулок,Сокол
real_estate_agent,5,7,3,120.0,350000,Мещанский,Рождественский бульвар,Трубная
real_estate_agent,5,8,5,230.0,570000,Щукино, Маршала Соколовского,Октябрьское поле
real_estate_agent,4,6,4,208.0,1500000,Хамовники,переулок Коробейников,Парк Культуры
real_estate_agent,4,5,4,160.0,490000,Пресненский,Богословский переулок,Тверская
real_estate_agent,4,12,4,140.0,300000,Дорогомилово,Кутузовский проспект,Киевская
real_estate_agent,5,7,2,70.0,215000,Арбат,Большой Николопесковский переулок,Смоленская
real_estate_agent,4,7,2,143.0,450000,Хамовники,Бутиковский переулок,Парк Культуры
real_estate_agent,6,10,4,132.0,500000,Тверской,Большая Грузинская ,Белорусская
real_estate_agent,4,11,1,31.6,44900,Крюково,проспект Георгиевский,Зеленоград — Крюково
real_estate_agent,12,17,1,21.4,44900,,проспект Куприна,Потапово
real_estate_agent,9,18,1,20.1,44900,, Александры Монаховой,Потапово
real_estate_agent,3,20,1,19.7,44900,Митино,Муравская ,Пятницкое шоссе
real_estate_agent,4,6,1,34.0,44900,Северное Измайлово,13-я Парковая ,Щёлковская
real_estate_agent,1,12,1,35.0,45000,Вешняки,Вешняковская ,Выхино
real_estate_agent,6,9,1,43.3,45000,Южное Бутово,Варшавское шоссе,Бутово
real_estate_agent,16,17,1,31.7,45000,Южное Бутово,Варшавское шоссе,Бутово
real_estate_agent,3,17,1,35.2,45900,Южное Бутово,Варшавское шоссе,Щербинка
real_estate_agent,4,17,1,35.2,47500,Южное Бутово,Варшавское шоссе,Щербинка
real_estate_agent,5,9,1,39.3,47600,, Усадебный Парк,Прокшино
real_estate_agent,4,5,2,42.4,48000,Крюково,Зеленоград,Зеленоград — Крюково
real_estate_agent,18,19,1,19.8,48000,Митино,Муравская ,Пятницкое шоссе
real_estate_agent,17,33,1,25.5,48000,Митино,Муравская ,Пятницкое шоссе
real_estate_agent,4,15,1,42.0,48000,, 40 лет Октября,Щербинка
homeowner,5,17,1,43.0,48000,Северный,Дмитровское шоссе,Физтех
real_estate_agent,12,23,1,38.0,48900,Митино,Муравская ,Пятницкое шоссе
real_estate_agent,5,9,1,33.1,48810,Алтуфьевский,Путевой проезд,Бескудниково
real_estate_agent,7,25,1,32.0,49000,Крюково,проспект Георгиевский,Зеленоград — Крюково
real_estate_agent,3,15,1,26.7,49000,, Малое Понизовье,Филатов Луг
real_estate_agent,3,19,1,31.0,49000,Крюково,проспект Георгиевский,Зеленоград — Крюково
real_estate_agent,7,17,1,20.0,49900,Метрогородок,Тагильская ,Бульвар Рокоссовского
real_estate_agent,3,9,2,45.0,50000,Люблино,Мариупольская ,Депо
real_estate_agent,11,19,1,30.0,50000,, Летчика Ульянина,Пыхтино
real_estate_agent,14,17,1,21.5,50000,,проспект Куприна,Потапово
real_estate_agent,5,24,1,19.0,50000,Текстильщики,1-й Грайвороновский проезд,Текстильщики
real_estate_agent,2,14,1,33.8,50000,, Усадебный Парк,Толстопальцево
real_estate_agent,11,16,1,23.3,50000,, Александры Монаховой,Потапово
real_estate_agent,11,33,1,26.1,50000,Рязанский, Михайлова,Окская
real_estate_agent,10,16,1,26.8,50000,, Большое Понизовье,Филатов Луг
real_estate_agent,5,16,1,19.2,50000,, Эдварда Грига,Потапово
realtor,8,9,1,26.6,50000,Соколиная гора, 9-я Соколиной Горы,Соколиная гора
real_estate_agent,16,25,1,19.6,50600,Текстильщики,1-й Грайвороновский проезд,Новохохловская
real_estate_agent,15,25,2,44.8,51600,Крюково,проспект Георгиевский,Зеленоград — Крюково
real_estate_agent,15,17,1,23.2,51700,, Александры Монаховой,Потапово
real_estate_agent,8,9,1,22.0,52600,Можайский, Кубинка,Сетунь
real_estate_agent,4,14,1,22.5,52600,Солнцево,Боровское шоссе,Говорово
real_estate_agent,13,14,1,31.5,52600,, Усадебный Парк,Филатов Луг
real_estate_agent,3,3,1,15.2,52600,Измайлово,Верхняя Первомайская ,Первомайская
real_estate_agent,5,17,1,33.8,52700,Митино,Муравская ,Пятницкое шоссе
real_estate_agent,13,15,1,25.4,52600,, Усадебный Парк,Толстопальцево
real_estate_agent,31,33,1,19.8,52600,Митино,Муравская ,Пятницкое шоссе
real_estate_agent,5,16,1,34.7,52600,Гольяново,Камчатская ,Гольяново
real_estate_agent,16,17,1,40.4,52600,, Александры Монаховой,Потапово
real_estate_agent,11,18,1,23.3,52600,, Саларьевская,Саларьево
real_estate_agent,2,16,1,40.6,52600,,проспект Куприна,Потапово
real_estate_agent,10,33,1,19.8,52600,Западное Дегунино,Базовская ,Грачёвская
real_estate_agent,10,22,1,30.0,52600,, Картмазовские Пруды,Филатов Луг
real_estate_agent,2,17,1,20.0,53600,Метрогородок,Открытое шоссе,Бульвар Рокоссовского
real_estate_agent,4,9,2,42.8,53600,Гольяново,Щелковское шоссе,Гольяново
real_estate_agent,2,25,1,19.0,54000,Бабушкинский,Кольская ,Свиблово
real_estate_agent,16,25,1,19.6,54000,Текстильщики,1-й Грайвороновский проезд,Новохохловская
real_estate_agent,7,9,1,40.0,55000,Северное Тушино, Вилиса Лациса,Планерная
real_estate_agent,3,15,1,25.1,55000,, Малое Понизовье,Филатов Луг
real_estate_agent,9,33,1,23.6,55000,Рязанский, Михайлова,Окская
real_estate_agent,7,32,1,32.1,55000,Митино,Муравская ,Пятницкое шоссе
real_estate_agent,1,15,1,20.2,55000,, Саларьевская,Саларьево
real_estate_agent,7,23,1,42.1,55000,Рязанский,Волжский бульвар,Текстильщики
real_estate_agent,4,19,1,35.0,55000,Чертаново Южное,Варшавское шоссе,Лесопарковая
real_estate_agent,4,9,1,29.2,55600,Нагатинский затон,Судостроительная ,Коломенская
real_estate_agent,6,14,1,23.3,56000,Останкинский,Сельскохозяйственная ,Ботанический сад
real_estate_agent,23,33,1,32.0,56900,Метрогородок,Открытое шоссе,Бульвар Рокоссовского
real_estate_agent,20,33,1,19.7,57000,Головинский,Кронштадтский бульвар,Водный стадион
real_estate_agent,11,14,1,38.0,57000,Южное Медведково,Полярная ,Свиблово
real_estate_agent,7,9,1,39.0,57700,Южное Бутово,Варшавское шоссе,Бутово
real_estate_agent,27,33,1,20.0,57700,Метрогородок,Тагильская ,Бульвар Рокоссовского
real_estate_agent,5,24,1,46.0,57000,Гольяново,Амурская ,Черкизовская
real_estate_agent,14,25,1,25.8,57600,Нижегородский,Рязанский проспект,Нижегородская
real_estate_agent,4,25,1,34.8,57700,Крюково,проспект Георгиевский,Зеленоград — Крюково
real_estate_agent,9,17,1,37.7,57700,Войковский,Нарвская ,Водный стадион
real_estate_agent,26,32,1,35.2,57700,Митино,Муравская ,Пятницкое шоссе
real_estate_agent,5,9,1,36.0,57700,, Александры Монаховой,Потапово
real_estate_agent,3,17,1,19.9,57700,Митино,Муравская ,Пятницкое шоссе
real_estate_agent,9,33,1,20.0,57700,Митино,Муравская ,Пятницкое шоссе
real_estate_agent,4,17,2,59.7,57700,, Александры Монаховой,Бунинская аллея
real_estate_agent,1,16,1,32.0,58000,, Большое Понизовье,Филатов Луг
realtor,2,33,1,27.0,58000,Дмитровский,Лобненская ,Лианозово
real_estate_agent,9,33,1,25.1,58000,Дмитровский,Лобненская ,Лианозово
real_estate_agent,25,26,1,20.0,59000,Нижегородский,Перовское шоссе,Нижегородская
real_estate_agent,10,33,1,19.9,59000,Очаково-Матвеевское,Очаковское шоссе,Аминьевская
real_estate_agent,3,12,1,25.8,59000,, Лобановский Лес,Прокшино
real_estate_agent,19,22,1,25.2,59900,, Анны Ахматовой,Рассказовка
